Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Myanmar,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.101,-0.881,-0.635,-0.486,-0.109,0.105,0.243,0.632,0.989,0.488,-0.802,-0.945,1.804,-1.014,-1.071,-0.75,-2.822,-2.176,-2.527,-4.162,-3.139,-1.945,-2.749,-0.925,-1.027,2021
Myanmar,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-21.365,-13.687,-8.213,-6.816,-1.581,1.184,2.256,5.213,7.278,2.732,-3.147,-3.061,4.737,-1.88,-1.816,-1.232,-4.468,-3.472,-4.206,-6.793,-4.707,-2.827,-3.384,-1.42,-1.725,2020
Nauru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,450.24","4,490.85","5,301.25","4,056.40","4,801.04","5,150.14","5,482.04","6,007.93","6,444.16","8,092.81","9,399.92","9,236.53","9,096.86","8,341.68","8,982.70","9,457.32","9,341.36","9,304.11","9,207.42",2016
Nauru,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.619,66.956,79.88,84.354,85.227,104.337,102.283,98.836,99.095,98,98.27,107.885,116.678,122.607,123.175,128.471,120.039,121.479,123.909,2020
Nauru,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.01,0.01,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013,0.013,0.013,2016
Nauru,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.041,0.04,0.032,0.053,0.062,0.098,0.098,0.158,0.177,0.207,0.246,0.29,0.32,0.315,2021
Nauru,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.041,0.04,0.03,0.045,0.061,0.066,0.087,0.128,0.148,0.153,0.197,0.229,0.242,0.285,2021
Nauru,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,--,--,0.002,0.008,0.002,0.032,0.011,0.029,0.029,0.054,0.049,0.061,0.078,0.03,2021
Nauru,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.02,0.028,0.023,0.019,0.035,0.049,0.029,-0.017,0.004,0.014,0.01,0.006,0.003,0.006,-0.003,2020
Nauru,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53.408,64.468,48.013,28.71,35.653,49.454,27.3,-19.108,4.081,12.34,8.028,4.853,2.757,4.148,-2.216,2019
Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"1,266.90","1,341.36","1,360.11","1,289.28","1,381.85","1,433.72","1,466.02","1,458.45","1,536.09","1,565.71","1,598.38","1,656.33","1,678.29","1,695.93","1,787.27","1,803.39","1,855.42","1,910.28","1,926.14","1,973.79","2,056.79","2,136.33","2,106.15","2,158.23","2,229.21","2,277.63","2,325.17","2,375.70","2,493.88","2,585.90","2,697.43","2,786.84","2,922.62","3,033.78","3,217.45","3,331.87","3,315.81","3,565.20","3,773.72","3,952.76","3,789.15","3,880.90","3,974.31",2018
Nepal,Total investment,Percent of GDP,,10.892,4.561,11.89,20.491,27.681,23.145,20.667,21.726,22.721,21.671,18.457,20.711,21.254,23.243,23.077,25.582,27.325,25.608,25.211,21.054,24.237,24.26,22.511,23.618,26.457,28.043,28.584,30.276,31.903,32.967,38.958,27.814,28.603,29.677,30.986,31.277,28.241,37.325,39.548,41.379,30.44,35.782,42.347,2020
Nepal,Gross national savings,Percent of GDP,,15.106,15.561,14.358,14.918,14.7,13.141,10.957,13.495,12.918,11.332,8.183,9.792,11.854,13.836,13.138,18.72,17.837,20.073,19.464,20.268,23.645,23.652,21.155,20.897,23.877,24.944,25.409,25.034,28.984,31.428,31.485,26.98,32.791,32.54,34.984,35.659,33.7,37.002,32.45,34.45,29.437,27.849,30.229,2020
Nepal,"Inflation, average consumer prices",Index,,5.536,6.28,6.932,7.916,8.408,8.755,10.143,11.491,12.758,13.788,15.019,16.212,19.626,21.367,23.28,25.067,26.867,29.043,31.461,35.041,36.23,37.112,38.187,39.998,41.583,43.471,46.932,49.843,53.171,59.883,65.612,71.888,77.859,85.546,93.278,100.006,109.938,114.835,119.597,125.145,132.841,137.622,146.229,2021
Nepal,Population,Persons,Millions,15.022,15.372,15.733,16.103,16.479,16.858,17.24,17.624,18.021,18.445,18.905,19.406,19.938,20.49,21.041,21.576,22.09,22.585,23.058,23.51,23.941,24.347,24.726,25.081,25.419,25.745,26.067,26.383,26.667,26.884,27.013,27.041,26.989,26.917,26.906,27.015,27.263,27.633,28.096,28.609,29.137,29.656,30.185,2018
Nepal,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.242,53.129,55.176,65.238,71.358,82.653,85.089,103.22,121.877,166.196,214.726,243.686,274.351,332.735,400.304,442.241,525.01,644.53,766.036,862.561,865.031,"1,012.79","1,135.17",2020
Nepal,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53.122,64.983,68.09,67.137,72.239,81.006,83.333,108.793,124.584,191.418,223.868,254.861,294.851,302.054,370.226,428.251,494.549,727.276,967.634,"1,055.01","1,073.62","1,186.00","1,309.34",2020
Nepal,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.881,-11.854,-12.914,-1.899,-0.881,1.647,1.756,-5.574,-2.707,-25.222,-9.142,-11.176,-20.5,30.681,30.077,13.99,30.462,-82.746,-201.598,-192.449,-208.587,-173.204,-174.166,2020
Nepal,Current account balance,U.S. dollars,Billions,-0.112,-0.104,-0.188,-0.232,-0.238,-0.17,-0.127,-0.138,-0.226,-0.269,-0.294,-0.328,-0.223,-0.218,-0.256,-0.1,-0.243,-0.038,-0.049,0.218,0.366,0.451,0.232,0.153,0.196,0.163,0.192,-0.014,0.344,0.536,-0.378,-0.181,0.909,0.635,0.908,1.067,1.339,-0.093,-2.35,-2.369,-0.339,-2.844,-4.729,2021
Nepal,Current account balance,Percent of GDP,,-4.956,-3.935,-7.037,-7.949,-7.7,-5.291,-3.633,-3.811,-5.289,-6.234,-6.621,-6.75,-5.056,-4.599,-5.16,-1.861,-4.383,-0.624,-0.823,3.539,5.594,6.706,3.403,2.125,2.368,1.752,1.866,-0.117,2.403,3.655,-2.071,-0.834,4.188,2.864,3.998,4.381,5.459,-0.323,-7.098,-6.929,-1.003,-7.933,-12.117,2020
Palau,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,215.20","12,196.86","12,591.49","12,166.49","12,533.79","12,785.38","12,889.72","13,307.36","12,804.74","12,204.12","12,269.97","13,108.22","13,648.66","13,570.20","14,248.12","15,186.87","15,235.66","14,694.54","14,694.41","14,717.13","13,515.68","11,670.00","11,230.93",2020
Palau,Total investment,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.387,56.256,56.571,53.829,54.037,48.83,43.287,36.481,33.338,26.675,26.702,30.726,29.06,25.319,32.341,28.578,28.934,30.96,28.13,35.965,41.522,39.898,36.206,2021
Palau,"Inflation, average consumer prices",Index,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.658,65.181,65.003,65.424,65.775,68.115,71.003,73.147,80.411,84.177,85.097,87.338,92.088,94.708,98.461,100.626,99.282,100.373,102.334,102.958,103.659,104.125,116.828,2021
Palau,Volume of imports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.849,-1.717,-13.513,9.127,-7.717,-3.047,-10.802,-4.321,-1.756,-4.016,1.533,14.258,2.65,17.241,14.72,6.55,-4.805,-10.465,8.472,5.868,-38.891,-7.548,2021
Palau,Volume of exports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.409,6.679,-19.971,2.955,13.553,0.837,-0.417,-3.255,-11.947,3.193,14.82,11.5,1.811,8.677,14.502,-2.672,-16.4,-9.431,-13.138,-45.526,-78.087,26.11,2021
Palau,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.018,0.018,0.018,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,2020
Palau,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.065,0.053,0.058,0.07,0.073,0.077,0.087,0.092,0.085,0.076,0.086,0.087,0.095,0.092,0.107,0.115,0.125,0.115,0.127,0.119,0.128,0.113,0.097,2021
Palau,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.084,0.079,0.079,0.073,0.081,0.074,0.087,0.096,0.088,0.078,0.088,0.085,0.093,0.09,0.098,0.1,0.114,0.101,0.109,0.12,0.152,0.15,0.118,2021
Palau,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.018,-0.026,-0.021,-0.003,-0.008,0.003,--,-0.004,-0.003,-0.002,-0.002,0.003,0.002,0.002,0.009,0.014,0.011,0.014,0.018,-0.001,-0.025,-0.037,-0.021,2021
Palau,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.074,-0.05,-0.046,-0.04,-0.054,-0.046,-0.05,-0.038,-0.041,-0.02,-0.017,-0.026,-0.034,-0.033,-0.047,-0.026,-0.04,-0.065,-0.055,-0.096,-0.105,-0.062,-0.098,2021
Palau,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-49.758,-32.48,-28.281,-25.899,-32.737,-25.133,-26.472,-19.911,-20.981,-10.986,-9.369,-13.251,-15.933,-14.794,-19.432,-8.923,-13.428,-22.819,-19.415,-34.576,-41.675,-28.517,-43.184,2021
Papua New Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,739.08","2,697.65","2,658.88","2,689.75","2,605.93","2,634.32","2,725.95","2,843.04","2,840.95","2,683.82","2,490.30","2,646.54","2,791.99","3,084.78","3,320.94","3,122.42","3,242.53","2,959.69","3,020.79","3,001.17","2,855.55","2,783.61","2,713.03","2,888.58","2,837.22","2,889.13","2,894.17","3,049.05","2,971.12","3,101.87","3,239.75","3,106.58","3,083.47","3,133.09","3,482.70","3,634.83","3,756.13","3,809.45","3,721.21","3,808.51","3,600.26","3,569.29","3,629.63",2019
Papua New Guinea,"Inflation, average consumer prices",Index,,56.813,61.389,64.786,69.906,75.093,77.88,82.127,84.868,89.489,93.499,100,106.966,111.575,117.129,120.467,141.284,157.719,163.937,186.216,214.022,247.401,270.404,302.311,346.778,354.264,360.573,369.113,372.477,412.58,441.103,463.61,484.198,506.167,531.274,559.018,592.537,632.081,666.353,695.75,723.083,758.31,792.323,844.616,2021
Papua New Guinea,Volume of imports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.54,-6.248,6.971,-5.838,9.801,18.756,-8.05,-13.657,-17.212,-5.695,-1.407,3.534,3.604,-3.159,28.417,3.881,-6.22,23.312,38.03,15.923,21.855,-9.61,-48.336,-24.869,-10.017,22.316,-5.218,47.76,-7.678,-27.616,3.515,2021
Papua New Guinea,Volume of exports of goods and services,Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-37.689,40.666,-5.735,-3.11,-4.066,-18.593,8.583,9.408,-5.354,-1.311,-20.929,10.092,-9.021,10.967,-7.92,3.019,1.769,-14.837,4.924,-1.41,-2.056,1.545,99.412,45.134,11.05,8.364,-14.564,9.613,-5.184,-10.854,2.801,2021
Papua New Guinea,Population,Persons,Millions,2.96,3.04,3.11,3.18,3.25,3.33,3.4,3.35,3.45,3.6,3.758,3.875,4.181,4.288,4.401,4.52,4.64,4.761,4.883,5.006,5.13,5.256,5.384,5.515,5.647,5.781,5.917,6.056,6.196,6.339,6.684,7.047,7.431,7.593,7.756,7.92,8.085,8.254,8.426,8.601,8.781,8.964,9.151,2019
Papua New Guinea,General government revenue,National currency,Billions,n/a,n/a,n/a,0.632,0.723,0.743,0.792,0.843,0.911,1.02,1.022,1.159,1.151,1.34,1.493,1.663,1.969,2.221,2.29,2.544,2.985,3.107,3.258,3.688,4.343,5.341,6.329,7.054,7.087,6.136,8.315,9.34,9.419,9.897,11.875,11.003,10.486,11.525,14.086,13.681,12.093,13.86,16.416,2020
Papua New Guinea,General government total expenditure,National currency,Billions,n/a,n/a,n/a,0.728,0.758,0.803,0.876,0.832,0.896,1.005,1.115,1.192,1.422,1.693,1.576,1.564,1.763,2.15,2.309,2.796,2.942,3.311,3.557,3.651,3.933,4.692,4.966,5.101,6.225,7.892,7.128,8.395,9.947,13.176,15.454,13.739,13.572,13.32,16.134,17.396,19.398,20.131,22.401,2020
Papua New Guinea,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,-0.096,-0.034,-0.06,-0.083,0.011,0.015,0.015,-0.092,-0.033,-0.27,-0.353,-0.082,0.099,0.206,0.07,-0.019,-0.253,0.044,-0.204,-0.299,0.037,0.41,0.649,1.363,1.953,0.862,-1.755,1.187,0.945,-0.528,-3.278,-3.579,-2.736,-3.087,-1.795,-2.048,-3.715,-7.305,-6.27,-5.985,2020
Papua New Guinea,Current account balance,U.S. dollars,Billions,-0.23,-0.41,-0.299,-0.375,-0.321,-0.15,-0.105,-0.215,-0.337,-0.355,-0.092,-0.152,-0.002,0.517,0.487,0.916,0.193,-0.458,-0.315,-0.116,0.15,0.124,-0.047,0.019,-0.082,0.645,-0.115,0.235,0.59,-0.824,-2.76,-4.308,-7.772,-6.701,3.288,5.352,5.902,6.479,5.892,5.435,4.974,6.249,6.884,2021
Papua New Guinea,Current account balance,Percent of GDP,,-5.628,-10.222,-7.865,-9.866,-9.146,-4.606,-2.978,-5.523,-6.232,-6.783,-1.936,-2.711,-0.03,7.029,6.034,12.809,2.539,-6.293,-5.66,-2.291,2.906,2.74,-1.071,0.345,-1.299,8.79,-1.382,2.466,5.056,-7.089,-19.369,-23.953,-36.496,-31.516,14.167,24.636,28.431,28.487,24.437,21.959,20.161,22.858,21.951,2019
Philippines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"4,604.13","4,644.47","4,695.05","4,665.47","4,219.23","3,816.52","3,853.18","3,921.29","4,093.37","4,246.10","4,275.46","4,159.87","4,081.68","4,074.97","4,156.47","4,248.91","4,279.59","4,401.75","4,272.78","4,322.28","4,514.05","4,553.47","4,625.02","4,762.98","4,976.23","5,122.85","5,294.50","5,537.58","5,676.05","5,658.89","5,970.91","6,099.13","6,414.79","6,739.98","7,058.12","7,393.04","7,790.26","8,199.05","8,587.92","8,983.41","8,017.74","8,365.03","8,790.37",2021
Philippines,Total investment,Percent of GDP,,23.435,21.975,22.352,23.685,17.254,12.125,12.758,14.525,15.113,17.812,23.332,19.717,20.748,23.186,23.311,21.794,23.282,24.065,19.989,16.201,15.684,18.945,20.459,19.529,20.731,18.567,16.015,16.129,18.967,17.432,20.442,20.74,19.561,20.642,20.924,21.341,24.619,25.559,27.151,26.402,17.433,21.184,24.993,2021
Philippines,Gross national savings,Percent of GDP,,17.114,18.959,16.842,18.62,15.527,13.358,16.786,14.624,15.56,16.406,17.996,17.72,19.093,18.324,19.279,19.455,19.106,19.441,22.064,12.844,13.021,16.728,20.125,19.856,22.441,20.419,21.47,21.304,19.047,22.228,23.887,23.149,22.214,24.652,24.54,23.712,24.242,24.906,24.591,25.593,20.634,19.427,20.6,2021
Philippines,"Inflation, average consumer prices",Index,,6.258,7.076,7.712,8.117,11.905,14.669,14.621,15.066,16.909,18.831,21.317,25.442,27.625,29.492,33.175,35.467,38.408,40.558,44.358,47.108,50.192,52.9,54.358,55.567,58.233,62.1,65.483,67.392,72.925,76.017,78.858,82.6,85.208,87.417,90.558,91.183,92.308,94.942,99.983,102.375,104.825,108.942,114.732,2021
Philippines,Volume of imports of goods and services,Percent change,,3.723,3.94,4.055,-2.843,-20.88,-15.236,2.367,19.971,12.449,20.936,6.238,-2.973,8.642,14.213,19.795,15.612,15.296,14.997,-14.144,-24.09,20.096,2.791,4.896,5.768,2.243,6.64,1.31,1.033,11.155,-8.986,18.487,-0.026,11.588,-0.224,15.861,7.722,18.173,17.114,9.734,-1.379,-23.498,15.395,14.857,2021
Philippines,Volume of exports of goods and services,Percent change,,15.287,3.968,-5.382,-1.479,3.056,2.62,9.541,-1.384,7.614,15.139,-0.022,4.948,5.932,5.921,17.745,17.955,14.989,16.465,-13.998,-39.849,20.141,-2.862,11.812,8.06,10.064,4.684,14.582,1.183,-3.117,-2.109,17.976,4.454,15.78,0.225,13.695,2.966,9.623,20.45,8.036,5.423,-16.899,6.44,4.011,2021
Philippines,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,11.058,11.682,11.062,9.402,9.129,8.4,10.5,9.8,9.275,9.475,9.525,8.525,8.675,10.05,9.725,11.175,11.125,11.4,11.4,11.825,11.35,7.95,7.325,7.4,7.475,7.325,7.025,6.975,7.075,6.8,6.275,5.475,5.725,5.325,5.1,10.4,7.758,5.725,2021
Philippines,Population,Persons,Millions,47.88,49.089,50.318,51.586,52.864,54.172,55.49,56.877,58.165,59.553,60.94,62.36,63.82,65.32,66.84,68.41,71.9,73.53,75.36,76.99,76.95,78.61,80.27,81.91,83.55,85.17,86.79,88.39,89.98,91.56,93.14,94.7,96.25,97.79,99.31,100.83,102.53,104.17,105.76,107.29,108.77,110.2,111.651,2021
Philippines,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,148.952,212.284,253.009,277.277,306.525,371.804,415.435,500.17,572.815,579.648,618.017,648.382,705.172,733.098,798.261,881.791,"1,012.82","1,194.53","1,288.41","1,441.04","1,396.20","1,512.80","1,708.44","1,965.99","2,174.50","2,394.86","2,581.45","2,769.10","3,094.24","3,524.81","3,906.04","3,703.34","3,951.48","4,395.65",2021
Philippines,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,166.279,230.971,256.735,283.969,295.949,380.398,415.784,486.845,562.635,619.508,694.594,769.431,845.789,894.366,962.963,"1,031.23","1,108.96","1,197.57","1,308.92","1,439.71","1,611.74","1,724.63","1,739.29","1,998.50","2,151.92","2,285.72","2,499.74","2,822.55","3,155.83","3,808.37","4,229.63","4,731.84","5,205.39","5,574.75",2021
Philippines,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-17.327,-18.687,-3.726,-6.692,10.576,-8.594,-0.349,13.325,10.18,-39.86,-76.577,-121.049,-140.617,-161.268,-164.702,-149.443,-96.134,-3.037,-20.51,1.326,-215.541,-211.83,-30.848,-32.518,22.586,109.144,81.704,-53.451,-61.585,-283.563,-323.587,"-1,028.50","-1,253.91","-1,179.10",2021
Philippines,General government structural balance,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-25.385,-6.735,-4.555,15.085,-19.415,-14.214,-16.37,-29.762,-46.464,-95.79,-137.069,-151.268,-171.116,-177.502,-164.969,-111.967,-2.143,-35.055,-12.465,-182.225,-219.213,-26.027,-43.021,22.058,86.788,89.837,-57.766,-74.625,-291.909,-322.084,-683.581,"-1,123.75","-1,177.45",2021
Philippines,Current account balance,U.S. dollars,Billions,-1.904,-2.061,-3.2,-2.771,-1.294,-0.036,0.952,-0.444,-0.39,-1.456,-2.695,-1.034,-1,-3.016,-2.95,-1.98,-3.953,-4.351,1.546,-2.875,-2.228,-1.75,-0.282,0.285,1.625,1.99,6.963,8.072,0.144,8.448,7.179,5.643,6.949,11.384,10.756,7.266,-1.199,-2.143,-8.877,-3.047,11.578,-6.922,-17.647,2021
Philippines,Current account balance,Percent of GDP,,-5.135,-5.06,-7.54,-7.301,-3.608,-0.103,2.789,-1.171,-0.901,-2.993,-5.336,-1.997,-1.655,-4.862,-4.032,-2.339,-4.176,-4.623,2.075,-3.357,-2.663,-2.217,-0.334,0.327,1.71,1.853,5.455,5.175,0.08,4.797,3.445,2.409,2.653,4.01,3.616,2.371,-0.376,-0.652,-2.559,-0.809,3.201,-1.756,-4.394,2021
Samoa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,848.99","3,807.60","3,982.08","4,253.44","4,467.96","4,672.49","4,786.64","5,072.49","5,147.64","5,139.39","5,286.58","5,221.67","5,313.86","5,473.51","5,224.09","5,185.19","5,178.46","5,342.00","5,737.95","5,794.28","5,736.35","5,962.38","5,738.70","5,296.74","4,999.11",2020
Samoa,"Inflation, average consumer prices",Index,,12.768,15.387,18.203,21.199,23.713,25.869,26.563,29.527,30.47,34.202,37.104,36.428,39.72,40.399,45.281,43.956,46.338,49.535,52.21,52.405,52.318,53.308,57.269,59.769,64.459,69.5,71.746,74.962,79.659,91.323,91.14,93.76,99.565,99.358,98.129,100.015,100.089,101.436,105.172,107.475,109.065,105.782,115.038,2022
Samoa,Population,Persons,Millions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.173,0.174,0.174,0.175,0.176,0.177,0.179,0.18,0.181,0.182,0.183,0.185,0.186,0.187,0.189,0.191,0.192,0.194,0.195,0.195,0.196,0.197,0.198,0.2,0.201,2020
Samoa,General government revenue,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.159,0.185,0.178,0.217,0.254,0.236,0.234,0.268,0.251,0.262,0.291,0.304,0.318,0.408,0.388,0.487,0.475,0.501,0.413,0.505,0.466,0.491,0.555,0.534,0.596,0.648,0.677,0.795,0.842,0.792,0.755,2021
Samoa,General government total expenditure,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.206,0.252,0.216,0.252,0.247,0.222,0.222,0.266,0.256,0.281,0.309,0.309,0.327,0.405,0.395,0.478,0.482,0.553,0.507,0.598,0.598,0.56,0.654,0.61,0.603,0.693,0.676,0.759,0.715,0.754,0.751,2021
Samoa,General government net lending/borrowing,National currency,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.047,-0.067,-0.038,-0.035,0.008,0.014,0.013,0.002,-0.005,-0.018,-0.018,-0.006,-0.009,0.003,-0.006,0.008,-0.006,-0.052,-0.095,-0.093,-0.132,-0.07,-0.099,-0.076,-0.008,-0.044,0.001,0.036,0.127,0.038,0.004,2021
Samoa,Current account balance,U.S. dollars,Billions,-0.016,-0.017,-0.009,0.001,-0.003,0.002,0.01,0.011,0.013,0.014,0.013,-0.031,-0.025,-0.035,0.004,0.01,0.011,-0.009,0.003,-0.022,-0.004,-0.011,-0.024,-0.013,-0.014,-0.035,-0.044,-0.076,-0.032,-0.029,-0.043,-0.022,-0.05,-0.012,-0.069,-0.022,-0.036,-0.016,0.007,0.026,0.001,-0.123,-0.07,2022
Samoa,Current account balance,Percent of GDP,,-12.622,-13.889,-7.672,1.099,-2.394,1.788,8.666,8.982,9.768,10.123,7.143,-17.417,-13.173,-17.565,2.409,4.013,4.383,-3.139,0.901,-8.217,-1.653,-3.978,-8.296,-3.768,-3.324,-7.139,-8.521,-13.453,-4.748,-4.615,-6.26,-2.967,-6.48,-1.454,-8.631,-2.635,-4.233,-1.793,0.801,2.839,0.17,-14.522,-8.42,2021
Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"2,466.40","2,342.00","2,227.97","2,240.89","2,175.25","2,044.08","1,981.08","2,087.76","2,055.80","2,084.80","2,071.96","2,135.24","2,339.22","2,364.65","2,484.63","2,659.17","2,627.09","2,531.31","2,493.82","2,414.39","2,014.15","1,804.54","1,707.74","1,772.00","1,842.65","1,897.39","1,943.71","1,984.46","2,052.83","2,057.27","2,180.84","2,280.31","2,251.03","2,305.59","2,270.37","2,247.09","2,309.44","2,318.38","2,320.65","2,301.42","2,175.72","2,123.89","1,985.56",2019
